Commit URL,File Name,Category,Project Name,Project Types
https://github.com/0xProject/0x-monorepo/commit/c68278d824c3f50c52c074f6b1832b97ccd8d7b2,contracts/asset-proxy/contracts/src/ERC1155Proxy.sol,Underflow/Overflow,0x protocol monorepo,services
https://github.com/0xProject/0x-monorepo/commit/795a357595b94006a2f1fd6313bdf02103f1b6f5,packages/contracts/src/contracts/current/protocol/Exchange/MixinWrapperFunctions.sol,Unchecked Call Return Value,0x protocol monorepo,services
https://github.com/0xProject/0x-monorepo/commit/1400ceb4e82a73be6ccefebc27d98442ae1c3748,contracts/exchange/contracts/test/ReentrancyTester.sol,Reentrancy,0x protocol monorepo,services
https://github.com/0xProject/0x-monorepo/commit/9cda9f69cdf3df1bb2ecbaa67fb20577db51f1fa,contracts/zero-ex/contracts/src/features/MetaTransactions.sol,Reentrancy,0x protocol monorepo,services
https://github.com/0xProject/0x-monorepo/commit/6f88e9bdbdd8f44c45053b8c17c84411f9499084,packages/contracts/src/2.0.0/protocol/Exchange/MixinWrapperFunctions.sol,Reentrancy,0x protocol monorepo,services
https://github.com/0xProject/0x-monorepo/commit/5dd686f22fd028c90ee53b5706d9db71764e6bb4,contracts/zero-ex/contracts/src/features/MetaTransactions.sol,Reentrancy,0x protocol monorepo,services
https://github.com/AdChain/AdChainRegistry/commit/802cd178a930b4b76edd51a836d81c22113bc109,contracts/Registry.sol,Unprotected Ether Withdrawal,adChain registry,services
https://github.com/alpaca-finance/alpaca-stablecoin/commit/2b77c6e18976ca9e18c9bd6befb37efd92e9f0fb,contracts/6.12/stablecoin-core/LiquidationEngine.sol,Underflow/Overflow,Alpaca Stablecoin,CDP
https://github.com/alpaca-finance/alpaca-stablecoin/commit/3264f098bafcbd42e08d5db93c4986005e7dfb07,contracts/6.12/stablecoin-core/LiquidationEngine.sol,Underflow/Overflow,Alpaca Stablecoin,CDP
https://github.com/alpaca-finance/alpaca-stablecoin/commit/88dee92f866f8c31ca229a71fdc52679750a83f2,ontracts/6.12/stablecoin-core/liquidation-strategies/FixedSpreadLiquidationStrategy.sol,Underflow/Overflow,Alpaca Stablecoin,CDP
https://github.com/alpaca-finance/alpaca-stablecoin/commit/6377a3416165781f0d7320a87cfe2811a03224e5,contracts/6.12/stablecoin-core/liquidation-strategies/FixedSpreadLiquidationStrategy.sol,Reentrancy,Alpaca Stablecoin,CDP
https://github.com/ampleforth/ampleforth-contracts/commit/7f2d468f7303dfca11db9e516142f2a0000885c3,contracts/UFragments.sol,Underflow/Overflow,Ampleforth,services
https://github.com/argentlabs/argent-contracts/commit/fcb56d430dd9b74138ef0004eca391f5c40cf6c1,contracts/modules/common/TokenPriceProvider.sol,Underflow/Overflow,Argent,wallet
https://github.com/argentlabs/argent-contracts/commit/2bcfe82b26cbcd287efe66d413cf13378678fb5f,contracts/modules/maker/MakerV2Loan.sol,Reentrancy,Argent,wallet
https://github.com/AugurProject/augur-core/commit/9f1dff79301d3697001d13164aa23fead5f32e34,source/contracts/reporting/FeeWindow.sol,Underflow/Overflow,Augur,Prediction Market
https://github.com/AugurProject/augur-core/commit/337967b9973b93aab9671fc997c55f5a57dff9d5,source/contracts/reporting/Market.sol,Unchecked Call Return Value,Augur,Prediction Market
https://github.com/blockmason/credit-protocol/commit/7b6788b230fe5fc9e7dea891a5a1acf0800bfe01,contracts/FriendData.sol,Underflow/Overflow,Credit Protocol,services
https://github.com/bnb-chain/bsc-genesis-contract/commit/8232f4245e6b0e2a3d13b644d599dad9d1d64a07,contracts/RelayerHub.sol,Underflow/Overflow,BNB Smart Chain,services
https://github.com/bnb-chain/bsc-genesis-contract/commit/befb3f17f98a826118203f874aa93e81e57d4128,contracts/lib/RLPDecode.sol,Underflow/Overflow,BNB Smart Chain,services
https://github.com/Computable-Finance/CoFiX/commit/68517379fbb1f16b300bf0f20be018490716898b,contracts/CoFiXVaultForLP.sol,Reentrancy,CoFiX,Dexes
https://github.com/convergentcx/milky-way/commit/bfc4f156595eef76158eb89b085e7d9827dfe914,contracts/EthBondingCurveToken.sol,Underflow/Overflow,Arc,services
https://github.com/crytic/not-so-smart-contracts/commit/3f1e2b153e24c8140cca18580a1b76710616deb7,reentrancy/ReentrancyExploit.sol,Unchecked Call Return Value,/,others
https://github.com/Dawn-Protocol/dawn-erc20-erc777/commit/7fcf7fa9caa16f74cf826951ce6920310e6f13fc,contracts/Recoverable.sol,Unchecked Call Return Value,Dawn,Gaming
https://github.com/DeFiOptions/DeFiOptions-core/commit/3519ec3177ac0ece687e70aaebc9c82339db163b,contracts/governance/GovToken.sol,Underflow/Overflow,DeFi options ,Options
https://github.com/DODOEX/contractV2/commit/f81e5481f869d516ebd3baabcc834925d8033538,contracts/lib/DODOMath.sol,Underflow/Overflow,DODOEX V2,Dexes
https://github.com/DODOEX/contractV2/commit/6ecf34e1e173855157b9342495d931bbbf04c3d9,contracts/SmartRoute/DODOIncentive.sol,Underflow/Overflow,DODOEX V2,Dexes
https://github.com/DODOEX/contractV2/commit/805f639c3a8763e16062b9cfc69921b10f5cfebf,contracts/CollateralVault/impl/NFTCollateralVault.sol,Unchecked Call Return Value,DODOEX V2,Dexes
https://github.com/DODOEX/contractV2/commit/e810adaffe4d48348a2dbd7ce60381674a0a55ea,contracts/SmartRoute/proxies/DODONFTPoolProxy.sol,Unprotected Ether Withdrawal,DODOEX V2,Dexes
https://github.com/DODOEX/contractV2/commit/fc39f709f2ae94b8f738abd6254dcf538bb7dbec,contracts/SmartRoute/DODOV2Proxy01.sol,Unprotected Ether Withdrawal,DODOEX V2,Dexes
https://github.com/DODOEX/contractV2/commit/11814c230dad6df3babad981fef7ba2e9a67dc9f,contracts/external/ERC1155/InitializableERC1155.sol,Unprotected Ether Withdrawal,DODOEX V2,Dexes
https://github.com/DODOEX/contractV2/commit/01c544780291a5acc3e2be4980493e63065fb200,contracts/DODOVendingMachine/impl/DVM.sol,Unprotected Ether Withdrawal,DODOEX V2,Dexes
https://github.com/DODOEX/contractV2/commit/267ad24edc1e5dbda5ca89905502934ded05b23b,contracts/SmartRoute/DODOV2Proxy01.sol,Reentrancy,DODOEX V2,Dexes
https://github.com/element-fi/council/commit/42e4d9cc9429ec4254734e0feefbb12d21660d8d,contracts/CoreVoting.sol,Unchecked Call Return Value,Council,Governance
https://github.com/element-fi/council/commit/7d01b7de58569109755b84af38524884fe68a1c8,contracts/features/Treasury.sol,Unchecked Call Return Value,Council,Governance
https://github.com/erasureprotocol/NMR/commit/4f5796bdc8cf2d1a9ee1a59502e6ec4acfca9aae,contracts/NumeraireDelegate.sol,Underflow/Overflow,Numeraire,Staking
https://github.com/ETHLend/ICO_SmartContract/commit/c5baf85b8290c216e719eecfe07579e92a37d825,contracts/EthLendICO.sol,Underflow/Overflow,/,others
https://github.com/Fairmint/c-org/commit/3b594f59f60ecde10837960bb5b4b1d16953c8dd,contracts/DecentralizedAutonomousTrust.sol,Underflow/Overflow,fairmint,Governance
https://github.com/fei-protocol/fei-protocol-core/commit/e6fee99b580a01539f9723afa2f41966386ada85,contracts/genesis/GenesisGroup.sol,Unprotected Ether Withdrawal,Fei Protocol,Algo-Stables
https://github.com/fei-protocol/fei-protocol-core/commit/91dd9ff7aedf121cae73c28eb4ef7203015001dd,contracts/staking/MasterChief.sol → contracts/staking/TribalChief.sol,Reentrancy,Fei Protocol,Algo-Stables
https://github.com/fei-protocol/fei-protocol-core/commit/6e621bfcc6b2d394d83c83a9bca046e5075a6ed9,contracts/staking/MasterChief.sol,Reentrancy,Fei Protocol,Algo-Stables
https://github.com/gnosis/conditional-tokens-contracts/commit/ec9f68dc8c9b3fe8a628ec4b874fdd75246bea2e,contracts/solidity/Events/ScalarEvent.sol,Underflow/Overflow,conditional tokens,token
https://github.com/gnosis/dx-contracts/commit/29a52dad48b62967b6b7e465a79e844411c4d08f,contracts/DutchExchange.sol,Underflow/Overflow,DutchX,Dexes
https://github.com/gnosis/dx-contracts/commit/12196d170f52f2ada1fe081229aa050ecb9c251d,contracts/DutchExchange.sol,Underflow/Overflow,DutchX,Dexes
https://github.com/gnosis/dx-contracts/commit/65361c7455891840dd44349c5480a6e45c97cd92,contracts/Oracle/PriceFeed.sol,Unchecked Call Return Value,DutchX,Dexes
https://github.com/gnosis/dx-contracts/commit/beddc7f5f5244ba4ba4bdd1c8ea591385207abd1,contracts/DutchExchange.sol,Reentrancy,DutchX,Dexes
https://github.com/gnosis/pm-contracts/commit/ec9f68dc8c9b3fe8a628ec4b874fdd75246bea2e,contracts/solidity/Events/ScalarEvent.sol,Underflow/Overflow,Gnosis,Prediction Market
https://github.com/Good-Ghosting/goodghosting-protocol-v0/commit/04fabad79691a2fc0a0899c9782a0e3a3b68d699,contracts/GoodGhosting.sol,Reentrancy,HaloFi,services
https://github.com/idexio/idex-contracts-whistler/commit/23c53b3458e4ee5d53aab34d4ab9c8111d392686,contracts/libraries/AssetUnitConversions.sol,Underflow/Overflow,IDEX,Dexes
https://github.com/JoinColony/colonyNetwork/commit/040a61d29069af70e541db32a4d849d7ced6e323,contracts/ReputationMiningCycle.sol,Underflow/Overflow,Colony Network,services
https://github.com/JoinColony/colonyNetwork/commit/14f42ac416be0e870a615201d53a6409457620a5,contracts/ReputationMiningCycle.sol,Underflow/Overflow,Colony Network,services
https://github.com/JoinColony/colonyNetwork/commit/46cc2d2138e2a7b0f67d19013e402c0ed9a0f64c,contracts/ReputationMiningCycleRespond.sol,Underflow/Overflow,Colony Network,services
https://github.com/JoinColony/colonyNetwork/commit/6684daf88f206880f6f91411bc192b70003ee770,contracts/ReputationMiningCycleRespond.sol,Underflow/Overflow,Colony Network,services
https://github.com/JoinColony/colonyNetwork/commit/39c1a32e0aea0ea2bdbc153509ff9ce1f136a1b6,contracts/colonyNetwork/ColonyNetworkAuction.sol,Reentrancy,Colony Network,services
https://github.com/keep-network/keep-core/commit/8044979929a8bd31aabf4b49a3d78ed1324bc855,contracts/solidity/contracts/utils/OperatorParams.sol,Underflow/Overflow,Keep network,Cross Chain
https://github.com/keep-network/keep-ecdsa/commit/92bf08fbe7a4a23bd0162c16045e94b06d966eca,solidity/contracts/KeepBonding.sol,Unprotected Ether Withdrawal,Keep network,Cross Chain
https://github.com/kleros/kleros/commit/7bd8813ba2cef898f1cb1aeb84debfd2b5388593,contracts/kleros/KlerosLiquid.sol,Unchecked Call Return Value,Kleros,services
https://github.com/kleros/kleros/commit/97196fa07f8319a992a1101caa6c282a3c875ddf,contracts/Governance.sol,Unchecked Call Return Value,Kleros,services
https://github.com/kleros/kleros/commit/15b195f8a9c6bb83126b3624d98d6c455c437608,contracts/Governance.sol,Reentrancy,Kleros,services
https://github.com/lukso-network/lsp-smart-contracts/commit/b9bb5d63db75ad33f5af8e1fbdd7329f66f8dcae,contracts/KeyManager/KeyManager.sol,Reentrancy,LUKSO Standard Proposals (LSPs).,services
https://github.com/makerdao/dss-deploy/commit/efc3b43d88eae92b1f6e5947f1678927fe6e0335,src/join.sol,Unchecked Call Return Value,Multi Collateral Dai Deployment,others
https://github.com/poanetwork/tokenbridge-contracts/commit/e752e94ec1a73162fac7f525ce7c1180280fcfbc,contracts/upgradeable_contracts/BasicHomeBridge.sol,Unchecked Call Return Value,TokenBridge,bridge
https://github.com/PolymathNetwork/polymath-core-deprecated/commit/f3683cdfea80ddc7eb5c3783fa2dd10e25bc043f,contracts/SecurityToken.sol,Underflow/Overflow,Polymath,Launchpad
https://github.com/pooltogether/pooltogether-pool-contracts/commit/ff861bf6cc9cd01a7bc9edc1ee596f83a12dbb78,contracts/prize-pool/PrizePool.sol,Reentrancy,PoolTogether,Gaming
https://github.com/raiden-network/raiden-contracts/commit/6c91fd5639aa340e8bd9283b67a80476a449262b,raiden_contracts/data/source/services/ServiceRegistry.sol,Underflow/Overflow,Raiden Network,services
https://github.com/reflexer-labs/geb/commit/422210bd509b15e60c2cd9f6b5615c5fc99935d8,src/TaxCollector.sol,Underflow/Overflow,GEB,CDP
https://github.com/ripio/rcn-network/commit/42913cea4b97e5aa68989f74769de074df64671e,contracts/diaspore/model/NanoLoanModel.sol,Underflow/Overflow,RCN,CDP
https://github.com/SmartContractSecurity/SWC-registry/commit/c78ea62e715b7d1d301f264099048acbdb4677b4,test_cases/reentracy/simple_dao.sol,Unchecked Call Return Value,swc registry,others
https://github.com/solidstate-network/solidstate-solidity/commit/1881f3f86e4c234543d0a60f3a4826ec7deddef0,contracts/token/ERC1155/ERC1155Base.sol,Underflow/Overflow,SolidState,services
https://github.com/somish/NexusMutual/commit/a4dce0491bee471e8a32e30533b55f3cec2b9dbd,contracts/Pool1.sol,Reentrancy,Nexus Mutual,services
https://github.com/spartan-protocol/spartanswap-contracts/commit/2d651bc0ae48f28e814152f60a656030f58e0e5f,contracts/Dao.sol,Reentrancy,Spartan Protocol,Dexes
https://github.com/sushiswap/sushiswap/commit/c5ffb929dcc459e8d17ffa2323fd24af5a5a0870,contracts/mocks/CloneRewarderTime.sol,Reentrancy,sushiswap,Dexes
https://github.com/Synthetixio/synthetix/commit/c79966490f5a6d9d04b3ac06a7c3466463abde9b,contracts/Court.sol,Underflow/Overflow,Synthetix ,Synthetics
https://github.com/Tokemak/tokemak-smart-contracts-public/commit/7f173157cd7cd2517ba8a3f24b7d95825faf94d6,contracts/manager/Manager.sol,Reentrancy,Tokemak,Yield
https://github.com/Uniswap/v3-core/commit/3face0c89ca191164f39540bf8c1c3ba650c6f24,contracts/libraries/FullMath.sol,Underflow/Overflow,uniswap,Dexes
https://github.com/yearn/yearn-vaults/commit/8ccd04860999264afb6bce58ed125ef54008f8d1,contracts/BaseWrapper.sol,Underflow/Overflow,Yearn Vault ,Yield Aggregator
https://github.com/maticnetwork/contracts/commit/ba520b66689c52756cbead8ab5db426f19d3badd,contracts/root/predicates/IPredicate.sol,Missing  Zero Address Check,Matic Network,Dexes
https://github.com/maticnetwork/contracts/commit/913f4b1c3cec25aafa3493ce2b45d4e60522ccfb,contracts/root/predicates/IPredicate.sol,Missing  Zero Address Check,Matic Network,Dexes
https://github.com/maticnetwork/pos-portal/commit/eac5a8e39c450610ab903281297654498b22cc7a,contracts/child/ChildToken/DappTokens/UChildDAI.sol,Missing  Zero Address Check,Matic Network,Dexes
https://github.com/bcnmy/metatx-standard/commit/f0e64aaf84502d5ef660d9568e7673e6ac780cc8,src/contracts/EIP712MetaTransaction.sol,Missing  Zero Address Check,Generalized Meta Transaction,services
https://github.com/saddle-finance/saddle-contract/commit/997475a59557800c3b63b6e5a5a7eb1edb6ba8c7,contracts/rewards/RewardScheduler.sol,Missing  Zero Address Check,saddle finance,Dexes
https://github.com/Fantom-foundation/Artion-Contracts/commit/f078383b1d836422d66e0a64684d25260b60275c,contracts/FantomAuction.sol,Missing  Zero Address Check,Fantom Artion Marketplace,Marketplaces
https://github.com/TokenySolutions/T-REX/commit/840500c7c995186e3a149379d085ae998f86673f,contracts/factory/TREXFactory.sol,Missing  Zero Address Check,T-REX,token standard
https://github.com/shentufoundation/security-oracle-smart-contracts/commit/ad8feabc603586410422011b4e4df860909e5982,contracts/CertiKSecurityOracle.sol,Missing  Zero Address Check,Shentu Security Oracle,security
https://github.com/delvtech/council/commit/7d01b7de58569109755b84af38524884fe68a1c8,contracts/libraries/MerkleRewards.sol,Missing  Zero Address Check,Council,DAO
https://github.com/delvtech/council/commit/7d01b7de58569109755b84af38524884fe68a1c8,contracts/vaults/LockingVault.sol,Missing  Zero Address Check,Council,DAO
https://github.com/AngleProtocol/angle-core/commit/1ee95d275f3c2e27c16660581bc4567ca9126887,contracts/strategies/BaseStrategy.sol,Missing  Zero Address Check,Angle Protocol,CDP
https://github.com/manifoldxyz/creator-core-extensions-solidity/commit/7f6e26df73ef6f212146de31c2bc8e38df7f0fed,packages/manifold/contracts/lazyclaim/ERC1155LazyPayableClaim.sol,Missing  Zero Address Check,Manifold,nft marketplace
https://github.com/Orbiter-Finance/OB_ReturnCabin/commit/b68507b64523507394f585e3f46b592fcddf8bb2,contracts/ORMakerDeposit.sol,Missing  Zero Address Check,Orbiter,Lending
https://github.com/Orbiter-Finance/OB_ReturnCabin/commit/b68507b64523507394f585e3f46b592fcddf8bb2,contracts/ORProtocalV1.sol,Missing  Zero Address Check,Orbiter,Lending
https://github.com/Etheremon/smartcontract/commit/df53b7c6f9d92bdf2db1707d8a8df41664bde37e,EtheremonERC721.sol,Missing  Zero Address Check,Etheremon,Gaming
https://github.com/makerdao/dss-deploy/commit/348c726998f4e4d8116c1d770d748b2faa8b360f,src/DssDeploy.sol,Missing  Zero Address Check,MakerDAO,CDP
https://github.com/onchain-id/solidity/commit/a407555dc0c1e5a329463b04b29e0bed51df5010,contracts/proxy/IdentityProxy.sol,Missing  Zero Address Check,OnchainID,security
https://github.com/onchain-id/solidity/commit/a407555dc0c1e5a329463b04b29e0bed51df5010,contracts/proxy/ImplementationAuthority.sol,Missing  Zero Address Check,OnchainID,security
https://github.com/tatumio/smart-contracts/commit/8cff275c500acdcdca7ff0c947fb698b980747b7,contracts/tatum/custodial/CustodialWallet.sol,Missing  Zero Address Check,Tatum fork,services
https://github.com/tatumio/smart-contracts/commit/b49fcbe33063ed06342694264b5fe921b1510205,contracts/tatum/nft/NftAuction.sol,Missing  Zero Address Check,Tatum fork,services
https://github.com/hanzoai/solidity/commit/ff26eddda23bef353090e8a628d894ff53252888,contracts/Blacklist.sol,Missing  Zero Address Check,Hanzo,others
https://github.com/hanzoai/solidity/commit/515a9194a9976601a0ebdcef7609803470ef627c,contracts/Whitelist.sol,Missing  Zero Address Check,Hanzo,others
https://github.com/hanzoai/solidity/commit/8bff6ea07fdb0d5fc8a480feda92aa045c92a529,contracts/Whitelist.sol,Missing  Zero Address Check,Hanzo,others
https://github.com/hanzoai/solidity/commit/73f734bb25e552777f25b0d3df22947cb8d797e0,contracts/Blacklist.sol,Missing  Zero Address Check,Hanzo,others
https://github.com/hanzoai/solidity/commit/04bd6db4f565f263092a2720974a2c5e97b3b96f,contracts/Blacklist.sol,Missing  Zero Address Check,Hanzo,others
https://github.com/idexio/idex-contracts-whistler/commit/9e62d998975832479d43988e1b7d56d2b6ce4c9e,contracts/libraries/AssetRegistry.sol,Missing  Zero Address Check,IDEX 2.0,Dexes
https://github.com/Instadapp/InstaContract/commit/ed0dea5424b83c1970957c31b58c840b9f894c5a,contracts/v1/protocols/MakerDAO/InstaMaker.sol,Missing  Zero Address Check,InstaDApp,Services
https://github.com/TotlePlatform/contracts/commit/f7528e907cd1413a41678596a65edd7a44f50294,contracts/TotlePrimary.sol,Missing  Zero Address Check,Totle,Liquidity manager
https://github.com/Seedifyfund/Launchpad-smart-contract/commit/1df5b2cca24429513394e34418f4a6949409e52d,contracts/SeedifyFund/SeedifyFund.sol,Missing  Zero Address Check,Seedifyfund,Launchpad
https://github.com/Seedifyfund/Launchpad-smart-contract/commit/1df5b2cca24429513394e34418f4a6949409e52d,seedifyFundSingleFile.sol,Missing  Zero Address Check,Seedifyfund,Launchpad
https://github.com/stakewise/contracts/commit/e1891e2f3e18862d4304c70d3a4f69ed6da5ac39,contracts/Oracles.sol,Missing  Zero Address Check,StakeWise,Liquid staking
https://github.com/stakewise/contracts/commit/e1891e2f3e18862d4304c70d3a4f69ed6da5ac39,contracts/Oracles.sol,Missing  Zero Address Check,StakeWise,Liquid staking
https://github.com/kendricktan/heiswap-dapp/commit/13b3198d0912b1db07f6dbccc92da1a6d854e9d8,contracts/Heiswap.sol,Missing  Zero Address Check,Heiswap,Dexes
https://github.com/stakewise/contracts/commit/29022d7c4628420efe5fed0560e5269db07d9892,contracts/tokens/RewardEthToken.sol,Unprotected Ether Withdrawal,StakeWise,Liquid staking
https://github.com/stakewise/contracts/commit/29022d7c4628420efe5fed0560e5269db07d9892,contracts/tokens/StakedEthToken.sol,Unprotected Ether Withdrawal,StakeWise,Liquid staking
https://github.com/stakewise/contracts/commit/29022d7c4628420efe5fed0560e5269db07d9892,contracts/tokens/StakedEthToken.sol,Unprotected Ether Withdrawal,StakeWise,Liquid staking
https://github.com/wireshape/real-digital-smart-contracts/commit/9d3322a992fac6053953a1d2b84bf420a562f825,RealDigitalEnableAccount.sol,Unprotected Ether Withdrawal,/,/
https://github.com/authereum/contracts/commit/a6b5c2409250aae6511d43b8f842ec1ad94f7b0f,contracts/account/BaseAccount.sol,Insufficient Gas Validation,Authereum,blockchain
https://github.com/authereum/contracts/commit/4a778540362efe6cec4d501ff5ed36c5327131fb,contracts/account/BaseAccount.sol,Insufficient Gas Validation,Authereum,blockchain

